lodged,5
presence,106
hearted,38
wane,2
call,753
convertest,1
cease,48
threescore,6
year,101
would,2301
store,40
featureless,1
best,450
gave,232
gift,66
carved,6
seal,96
tells,42
brave,160
sunk,4
night,816
behold,163
past,151
curls,4
lofty,18
barren,41
green,114
girded,2
sheaves,1
borne,83
bier,6
question,156
go,1741
beauties,13
themselves,159
forsake,25
scythe,7
save,213
longer,113
yours,256
against,596
prepare,67
semblance,19
lease,9
determination,6
again,769
after,420
house,569
fall,356
honour,632
uphold,5
stormy,4
gusts,7
rage,121
unthrifts,2
know,1742
father,1076
judgement,16
pluck,139
methinks,152
good,2834
evil,63
plagues,14
dearths,1
quality,55
minutes,16
pointing,9
rain,67
princes,103
predict,1
knowledge,78
derive,12
them,1980
wouldst,131
convert,10
consider,58
grows,77
holds,82
perfection,25
huge,35
stage,37
presenteth,4
whereon,30
secret,65
influence,10
cheered,2
sky,41
vaunt,3
youthful,31
wear,205
state,316
conceit,42
inconstant,11
sets,28
before,841
debateth,1
engraft,1
wherefore,141
mightier,7
bloody,229
fortify,7
means,267
blessed,79
rhyme,34
stand,586
maiden,50
unset,1
liker,3
painted,53
counterfeit,55
pupil,12
inward,28
keeps,76
believe,240
verse,32
filled,4
high,262
deserts,21
numbers,46
poet,64
touches,26
touched,3
earthly,32
papers,16
yellowed,1
termed,2
compare,25
shake,102
short,106
sometime,77
hot,261
shines,29
gold,222
complexion,40
declines,4
chance,104
lose,208
possession,34
ow,9
wand,23
rest,358
shade,27
devouring,7
blunt,68
lion,119
paws,3
earth,317
brood,8
keen,24
teeth,56
tiger,18
lived,20
fleet,26
footed,11
heinous,17
carve,10
draw,210
pattern,15
succeeding,8
worst,105
ever,608
young,467
master,844
passion,108
heart,1061
acquainted,40
shifting,2
women,181
theirs,31
gilding,2
whereupon,14
hue,27
controlling,5
souls,114
created,20
till,619
defeated,4
pricked,1
muse,31
stirred,1
sun,237
sea,247
gems,4
things,334
rare,57
rondure,1
hems,2
truly,172
hearsay,2
am,2168
furrows,1
expiate,2
elder,43
nurse,209
ill,279
slain,127
actor,13
put,500
replete,9
strength,124
weakens,2
perfect,55
ceremony,28
burthen,6
eloquence,11
plead,48
belongs,18
fine,96
played,7
tis,1408
pictured,1
shop,13
hanging,41
glazed,3
turns,55
peep,20
therein,56
grace,597
titles,20
bars,14
pride,111
frown,52
glory,88
painful,8
fight,283
thousand,325
victories,5
once,421
book,107
forgot,89
toiled,1
remove,32
removed,21
duty,152
strongly,29
embassage,6
witness,128
poor,631
wanting,22
naked,52
points,31
aspect,26
loving,118
dare,208
haste,163
begins,55
journey,29
far,286
abide,38
zealous,6
drooping,10
open,161
looking,41
presents,15
shadow,81
sightless,5
hung,25
thus,782
quiet,77
debarred,1
benefit,39
eased,2
oppressed,7
complain,17
farther,43
blot,22
swart,4
gild,13
nightly,22
length,38
stronger,38
disgrace,49
outcast,3
trouble,77
cries,63
featured,1
scope,29
these,1327
despising,3
haply,45
hymns,4
gate,64
wealth,72
brings,53
scorn,108
kings,117
summon,17
lack,119
precious,78
afresh,5
cancelled,1
grieve,40
foregone,3
heavily,13
sad,165
account,46
bemoaned,1
losses,15
restored,6
endeared,4
reigns,15
religious,21
interest,29
appear,151
hidden,8
lie,327
loved,47
bones,76
survey,17
outstripped,1
reserve,9
vouchsafe,52
dearer,23
equipage,2
poets,6
style,19
full,444
glorious,41
seen,268
meadows,3
pale,135
streams,11
ride,57
forlorn,18
hide,110
triumphant,14
alack,78
region,15
cloud,27
disdaineth,2
suns,10
staineth,1
cloak,28
hiding,10
brav,8
rotten,38
storm,59
beaten,50
salve,11
speak,1206
loss,118
offender,15
bears,107
offence,96
cross,101
tears,284
pearl,26
sheds,3
ransom,59
deeds,118
roses,32
silver,69
fountains,4
both,646
loathsome,16
authorizing,1
trespass,18
sensual,4
fault,170
bring,449
advocate,9
lawful,61
plea,9
commence,5
needs,147
thief,68
sourly,3
robs,8
confess,146
two,713
twain,38
loves,198
help,327
sole,26
steal,84
delight,56
evermore,25
acknowledge,19
lest,146
bewailed,1
guilt,28
take,1212
name,667
decrepit,3
active,9
dearest,56
entitled,1
engrafted,1
despised,14
invent,7
pour,43
excellent,119
thanks,171
invention,30
tenth,10
rhymers,2
curious,13
pain,67
us,1678
separation,5
deserv,42
blame,83
usest,5
deceivest,1
wilful,15
refusest,1
forgive,74
known,188
injury,30
lascivious,15
kill,322
foes,73
pretty,117
wrongs,73
absent,34
years,188
befits,9
temptation,5
follows,68
woos,5
mightst,27
forbear,58
straying,4
forced,14
hers,52
said,383
dearly,42
wailing,6
ye,292
suff,15
losing,22
wink,32
unrespected,2
darkly,8
dark,83
shadows,28
clear,66
imperfect,6
heavy,169
nights,38
dull,113
injurious,15
distance,27
space,29
remote,8
matter,357
farthest,14
nimble,26
jump,13
kills,29
large,72
miles,21
water,149
attend,119
badges,4
purging,3
fire,268
wherever,6
motion,81
slide,5
quicker,2
embassy,14
four,151
down,663
melancholy,70
until,76
recured,1
messengers,34
assured,16
told,233
bar,37
pierced,3
says,238
appearance,13
impanelled,1
tenants,5
verdict,8
determined,4
betwixt,56
league,34
took,164
feast,101
guest,37
share,28
move,98
careful,23
trifle,25
truest,11
sure,292
jewels,27
trifles,15
greatest,51
prey,41
closure,3
proves,17
prize,47
cast,101
pass,188
settled,17
gravity,14
uprear,3
guard,129
allege,2
repose,25
plods,1
instinct,16
rider,8
speed,240
provoke,16
sometimes,61
anger,60
thrusts,6
answers,24
groan,37
onward,3
winged,15
race,17
towards,70
run,201
blunting,2
point,146
feasts,17
set,474
stones,61
thinly,3
wardrobe,5
robe,20
instant,61
whereof,82
millions,8
strange,252
describe,2
poorly,7
helen,85
tires,6
external,7
deem,12
blooms,1
perfumed,4
hang,238
discloses,1
virtue,195
unwooed,1
distills,1
marble,17
gilded,21
monuments,6
contents,27
unswept,3
stone,67
besmeared,1
root,44
masonry,2
mars,45
quick,111
record,23
enmity,19
room,74
renew,15
edge,42
feeding,16
morrow,326
fill,96
hungry,26
fulness,5
spirit,265
interim,11
ocean,29
thrice,86
watch,207
bid,342
adieu,101
jealous,50
suppose,30
fool,486
thinks,59
vassal,18
suffer,107
beck,7
tame,37
check,36
belong,19
pardon,310
waiting,22
amis,2
backward,20
wonder,121
revolution,4
wits,79
worse,161
admiring,7
waves,17
goes,174
contend,15
nativity,14
crawls,1
wherewith,10
crooked,15
transfix,1
flourish,137
delves,1
parallels,3
rarities,2
slumbers,5
mock,121
home,342
pry,8
shames,18
tenure,3
jealousy,35
awake,78
defeat,14
watchman,17
wake,52
near,269
grounded,5
surmount,2
indeed,438
contrary,47
iniquity,8
painting,22
travelled,1
king,3042
cut,177
defaced,1
towers,6
rased,1
brass,18
soil,30
win,115
watery,6
interchange,6
ruin,48
ruminate,8
ersways,2
power,307
action,116
flower,50
honey,46
siege,31
batt,9
rocks,19
gates,101
decays,4
meditation,7
miracle,26
ink,29
cry,215
beggar,77
needy,6
purest,6
faith,408
unhappily,5
forsworn,63
shamefully,5
rudely,6
strumpeted,2
wrongfully,8
disgraced,3
limping,3
tied,41
authority,55
doctor,113
simple,117
miscalled,1
captive,14
society,26
imitate,11
bankrupt,12
blush,56
exchequer,7
gains,7
stores,1
last,269
bastard,208
signs,32
durst,51
inhabit,10
tresses,3
sepulchres,3
shorn,2
robbing,6
dress,35
mend,60
tongues,76
commend,90
seeing,53
guess,53
measure,95
churls,2
smell,51
weeds,44
common,154
wooed,6
vice,53
passed,5
victor,7
envy,55
enlarged,2
kingdoms,25
mourn,32
line,45
perhaps,45
compounded,10
task,33
willingly,35
impart,12
untrue,7
yellow,28
boughs,10
late,196
birds,35
sunset,4
expire,6
consumed,3
perceiv,10
bail,16
carry,90
lost,257
dregs,7
ground,165
peace,539
twixt,74
miser,4
doubting,7
filching,3
counting,3
starved,8
pine,19
gluttoning,1
aside,466
showing,16
proceed,72
always,63
dressing,1
spending,3
already,149
imprint,1
learning,32
mouthed,2
graves,32
shady,3
progress,13
commit,40
nursed,1
offices,31
profit,40
enrich,18
invoked,1
assistance,15
alien,3
got,129
aloft,22
fly,245
added,18
compile,2
decayed,4
deserves,38
travail,9
behaviour,27
afford,21
thereof,39
spends,4
inferior,10
broad,19
wilfully,6
soundless,2
worthless,17
boat,10
yield,143
monument,37
breathers,1
breathes,11
attaint,7
enforced,14
fresher,9
rhetoric,8
sympathized,2
gross,57
cheeks,71
exceed,14
slept,37
extant,5
modern,10
silence,112
mute,14
equal,45
penury,7
dignifies,3
story,67
admired,8
blessings,20
praises,28
comments,4
compiled,2
phrase,32
muses,2
hymn,6
able,59
refined,3
hearing,94
praised,16
something,183
ripe,43
inhearse,1
spirits,128
compeers,2
affable,6
ghost,86
gulls,2
victors,6
enfeebled,3
farewell,353
estimate,6
granting,3
riches,21
mistaking,10
dream,133
gainer,2
lameness,2
walks,29
profane,18
wronk,1
vow,97
join,89
scaped,5
rearward,5
conquered,7
windy,7
purposed,7
overthrow,16
compared,3
garments,48
hounds,23
humour,90
finds,42
prouder,8
horses,62
wretchcd,1
term,30
depends,12
vex,33
revolt,42
deceived,16
altered,2
hatred,17
moods,5
frowns,19
decree,11
workings,3
sweetness,7
eve,13
hurt,90
unmoved,1
rightly,25
inherit,16
lords,466
owners,5
excellence,20
outbraves,1
turn,360
spot,11
naming,5
blesses,2
veil,12
privilege,31
hardest,3
resort,13
finger,66
queen,979
truths,7
translated,5
deemed,2
lambs,13
lamb,36
translate,9
fleeting,4
felt,36
everywhere,16
wombs,3
seemed,5
pleasures,35
pied,5
dressed,6
trim,20
leaped,1
different,14
lap,21
figures,16
dwells,18
marjoram,4
hair,118
fearfully,7
blushing,20
third,244
annexed,1
growth,16
colour,90
redeem,31
prevent,27
amends,24
neglect,24
intermixed,1
strengthened,2
merchandized,1
owner,20
publish,13
stops,18
mournful,7
hush,19
wild,91
burthens,1
appears,51
dulling,2
striving,8
mar,59
verses,21
gifts,48
three,411
forests,3
shook,30
summers,7
springs,14
turned,12
process,20
figure,41
perceived,5
unbred,1
alike,42
wondrous,34
expressing,3
wasted,16
wights,2
ladies,145
lip,37
looked,4
divining,4
dreaming,8
forfeit,29
presage,7
incertainties,2
proclaims,9
drops,53
insults,1
tribes,3
crests,4
boy,438
prayers,85
hallowed,5
weighs,9
aye,15
page,440
bred,49
qualify,8
just,141
frailties,4
preposterously,4
stained,8
universe,2
alas,226
offences,24
essays,1
proved,14
newer,6
proof,82
try,91
goddess,28
harmful,9
brand,10
subdued,6
dyer,1
penance,19
correct,8
assure,50
cure,56
impression,10
stamped,3
strive,33
abysm,3
throw,106
voices,55
adder,14
critic,3
flatterer,16
stopped,2
governs,3
partly,35
effectually,2
bird,46
vision,16
rud,2
deformed,14
creature,72
dove,24
shapes,31
feature,15
incapable,6
maketh,3
monarch,20
plague,94
monsters,12
creating,9
beams,25
kingly,26
palate,11
cup,48
lesser,28
reckoning,15
accidents,14
creep,26
intents,21
minds,56
fearing,26
tyranny,35
incertainty,1
marriage,119
admit,24
bends,3
unknown,44
lips,137
sickle,1
compass,38
weeks,7
scanted,5
hoisted,2
accumulate,2
appeal,19
sicken,8
shun,20
sickness,54
purge,20
sauces,1
policy,45
medicine,19
goodness,56
cured,4
poison,95
applying,3
spheres,9
fitted,14
distraction,12
madding,4
fever,24
rebuked,2
unkind,26
befriends,2
transgression,9
hammered,1
y,51
deepest,6
tendered,1
wounded,40
bosoms,27
salutation,7
sportive,4
spies,12
wills,30
abuses,11
maintain,53
badness,4
lasting,14
beyond,60
subsist,1
oblivion,15
retention,4
tallies,1
score,34
import,20
forgetfulness,6
pyramids,2
novel,1
dates,5
rather,323
heard,349
defy,28
wond,15
gathered,6
builded,3
smiling,32
pomp,33
falls,81
thralled,1
heretic,8
leases,2
politic,16
honouring,1
dwellers,1
paying,9
rent,10
compound,18
forgoing,1
thrivers,1
oblation,1
mixed,1
render,46
suborned,2
informer,1
fickle,11
withering,4
wrack,5
goest,14
detain,12
delayed,1
answered,17
bower,8
raven,23
slandering,2
becoming,8
wood,67
fingers,43
gently,31
jacks,7
reap,17
situation,2
dancing,19
chips,1
walk,141
lust,49
perjured,5
savage,34
extreme,16
hunted,6
swallowed,11
bait,18
taker,3
pursuit,17
proposed,4
breasts,10
dun,5
reeks,1
sound,218
belied,7
groans,36
neck,74
proceeds,7
grey,90
east,41
ushers,2
become,142
suit,145
beshrew,32
forsaken,6
crossed,1
ward,20
whoe,10
gaol,6
perforce,47
confessed,2
covetous,9
surety,22
bind,44
came,337
boot,32
spacious,12
acceptance,8
addeth,1
admitted,14
fulfil,5
anchored,1
forged,5
several,81
plot,54
erred,1
transferred,1
untutored,1
unlearned,3
subtleties,2
vainly,9
habit,39
justify,8
slay,26
dart,7
outright,5
rid,31
testy,6
news,318
physicians,8
ears,157
believed,6
pleased,10
tune,62
delighted,6
prone,5
senses,36
awards,3
reproving,2
scarlet,13
ornaments,11
sealed,7
revenues,7
rents,5
woo,108
deserve,65
huswife,8
dispatch,92
neglected,14
chase,34
prizing,1
afar,20
pray,757
crying,34
suggest,7
female,17
saint,129
mercy,182
threw,27
saying,56
rebel,25
array,16
costly,11
inheritors,2
charge,208
aggravate,5
selling,3
dross,5
fed,33
longing,17
nurseth,1
uncertain,11
sickly,19
frantic,15
discourse,60
sworn,133
correspondence,1
censures,4
falsely,18
watching,10
marvel,35
mistake,40
partake,8
hateth,4
fawn,14
worship,104
commanded,40
insufficiency,2
refuse,31
warrantise,1
abhor,19
unworthiness,5
raised,8
nobler,21
rising,20
swearing,23
act,378
vowing,3
oaths,69
twenty,162
blindness,5
asleep,60
maid,190
dian,20
kindling,3
quickly,198
valley,4
fountain,15
endure,76
trial,60
touch,164
withal,142
thither,92
hied,1
chaste,39
tripping,7
legions,20
sleeping,51
virgin,38
disarmed,1
cools,6
alls,1
ends,49
dramatis,36
france,528
florence,25
rousillon,28
lafeu,118
parolles,175
lavache,2
helena,194
gentlewoman,70
daughter,438
mariana,48
soldiers,211
scene,799
paris,138
palace,160
enter,2357
delivering,4
madam,509
command,173
subjection,5
necessity,37
stir,82
amendment,4
d,8961
practices,13
persecuted,1
honesty,87
stretch,33
profession,17
narbon,3
lately,31
spoke,148
mourningly,1
notorious,14
bequeathed,4
overlooking,1
promises,23
unclean,5
traitors,58
simpleness,5
achieves,1
approaches,16
livelihood,2
moderate,8
lamentation,10
enemy,167
wishes,32
understand,99
birthright,4
tax,22
speech,128
courtier,43
advise,39
forg,8
comfortable,11
lady,927
exeunt,1035
shed,51
imagination,26
twere,123
wed,33
collateral,2
comforted,6
sphere,10
ambition,47
hind,17
mated,6
twas,161
arched,2
brows,45
hawking,4
capable,16
idolatrous,1
fancy,57
sanctify,4
solely,9
fix,29
evils,25
meditating,5
virginity,25
soldier,272
ask,192
barricado,2
assails,2
valiant,156
unfold,30
undermine,3
blowers,1
virgins,9
yourselves,73
rational,2
metal,26
companion,37
rule,50
disobedience,8
offendress,1
consumes,1
likes,27
cap,110
unsuitable,2
brooch,6
toothpick,2
pie,9
porridge,8
wither,34
pear,5
anything,107
guide,24
counsellor,13
humility,17
discord,17
disaster,5
gossips,7
poorer,4
baser,11
returns,19
charitable,18
especially,19
predominant,5
proposes,1
business,234
serve,187
uses,17
ourselves,115
ascribe,3
designs,11
mounts,6
native,43
impossible,39
pains,91
strove,3
letters,130
divers,23
attendants,141
florentines,2
senoys,1
reported,16
austria,26
caution,6
prejudicates,1
approv,5
gentlemen,212
mean,296
myself,567
tried,19
discipled,1
haggish,1
repairs,3
jest,104
unnoted,2
exception,5
obey,84
eminent,5
plausive,3
catastrophe,4
heel,17
apprehensive,3
constancies,1
wax,30
dissolved,2
hive,6
fam,9
months,38
calendar,8
clearness,3
knave,174
slowness,2
damn,85
ladyship,44
heritage,1
bames,1
drives,14
wickedness,10
shallow,258
aweary,9
team,5
comforts,24
cherishes,1
kisses,46
charbon,1
poysam,1
papist,1
sever,12
religion,17
mouth,145
prophet,17
repeat,13
cuckoo,22
troy,93
priam,45
stood,93
tithe,7
parson,19
blazing,2
twould,23
gown,51
hither,293
lawfully,2
demand,61
communicate,3
afterward,8
happen,10
concerns,21
discharg,13
likelihoods,4
balance,11
stall,5
further,189
thorn,11
impress,9
remembrances,5
honourable,102
serpent,32
adoption,4
foreign,28
oppress,12
curd,2
brother,645
honoured,8
noble,616
sister,204
yes,205
law,222
shield,21
pulse,9
salt,50
asham,26
proclamation,21
behaviours,6
hellish,8
obstinacy,2
suspected,7
forswear,30
howe,12
disclose,4
passions,16
appeach,3
knee,66
hurts,14
encounter,53
aged,26
seeks,24
search,52
riddle,9
intent,50
notes,22
faculties,7
amongst,37
languishings,1
conversation,8
schools,5
embowell,4
doctrine,8
danger,101
luckiest,1
success,48
knowingly,2
greetings,9
attempt,34
frenchmen,18
higher,31
italy,35
monarchy,6
questant,1
shrinks,3
girls,13
beware,29
warnings,2
admirable,15
bravely,36
forehorse,1
smock,8
shoes,20
bought,51
parting,28
kin,34
sparks,9
metals,2
regiment,7
restrain,12
muster,21
kneeling,16
tidings,52
kneel,72
pate,32
cur,45
infirmity,16
quicken,10
canary,6
spritely,4
araise,1
seriously,5
deliverance,9
laugh,113
admiration,12
prologues,3
wings,55
spare,61
bade,44
safer,18
appliance,3
humbleness,7
credulous,9
senseless,26
enforce,34
humbly,61
modest,38
grateful,4
peril,43
finisher,1
minister,38
babes,22
judges,9
dried,16
expectation,24
fails,10
proffers,2
reward,35
barr,11
square,13
presumption,6
experiment,2
lending,3
occidental,1
damp,2
moist,11
impudence,3
divulged,2
traduc,4
ended,30
impossibility,5
saves,6
rate,40
happiness,57
intimate,3
infinite,38
practiser,1
ministers,23
unpitied,4
helping,7
exempted,1
premises,3
performance,17
serv,76
rely,5
cam,29
tended,4
undoubted,5
deed,151
match,99
lent,31
easily,29
precisely,6
questions,12
chair,40
pin,23
buttock,5
brawn,5
groats,5
taffety,1
rush,27
tom,30
pancake,1
shrove,2
tuesday,8
hole,30
quean,5
nun,7
skin,33
beneath,20
constable,87
size,12
demands,19
harm,98
wiser,15
putting,23
thick,40
warrant,176
housewife,7
merrily,23
commendation,9
philosophical,1
terrors,6
rarest,8
latter,17
relinquish,1
galen,5
paracelsus,1
authentic,4
assur,37
dolphin,8
lustier,3
recov,1
dutchman,5
tooth,26
du,3
vinaigre,1
attendant,37
repeal,14
confirmation,7
attends,19
bachelors,3
bestowing,5
curtal,3
furniture,5
boys,87
restor,11
wealthiest,1
protest,53
blushes,12
refused,4
shuns,4
altar,11
ace,5
flames,12
threat,37
ningly,1
replies,5
turk,18
eunuchs,2
ice,18
bastards,16
em,172
fourth,51
wine,85
ass,94
liege,141
rais,24
distinction,10
differences,7
mighty,110
dislik,2
additions,6
dropsied,1
immediate,17
challenges,1
acts,23
trophy,5
produce,18
scornful,7
shackle,1
plant,23
travails,1
claims,8
loosing,1
ennobled,1
perform,76
expecting,5
commenting,3
wedding,34
recantation,2
understood,12
counts,7
ordinaries,1
tolerable,2
believing,6
scarce,73
plunge,5
hen,8
lattice,4
casement,9
ev,28
dram,16
scarf,11
bondage,21
default,4
scurvy,27
beat,237
convenience,5
hose,23
sleeves,8
lower,24
nose,68
undeserved,4
kernel,3
vagabond,4
traveller,15
commission,48
awhile,102
cares,36
sweetheart,11
tread,43
hugs,1
kicky,1
wicky,1
manly,18
marrow,4
stable,7
jades,12
fields,31
balls,14
marr,12
merry,170
wants,40
fortunate,19
prerogative,8
compell,16
delay,38
distil,4
curbed,1
erflow,2
brim,7
apology,5
commands,30
obtain,18
everything,42
bunting,2
transgress,2
pursue,33
workman,5
bride,36
thirds,1
nothings,4
boots,26
leapt,6
nut,8
natures,26
spoken,58
clog,6
ministration,1
unsettled,6
entreat,111
letter,247
observance,15
eke,10
fain,66
strangers,20
flight,53
coragio,3
iii,145
fundamental,2
decision,3
thirsts,1
quarrel,98
opposer,2
incertain,6
settle,3
avails,2
ling,14
isbels,2
country,185
en,147
reads,90
sent,268
recovered,8
wedded,17
breadth,9
unfortunate,11
getting,11
gentleman,523
quirks,3
bend,45
dreadful,59
prithee,218
engrossest,1
robb,23
consenting,4
hourly,22
corrupts,1
derived,7
deal,53
loses,9
courtesies,9
expose,5
event,26
sparing,5
smoky,5
muskets,1
violent,41
shoots,6
caitiff,13
miseries,21
scar,16
rumour,21
consolate,1
prosperous,21
helm,18
hater,1
jaques,88
plod,4
sainted,5
amended,4
camping,1
dogs,49
stings,10
mildest,2
letting,7
diverted,3
prevented,19
ta,96
sharply,4
convenient,20
led,70
tucket,10
citizens,82
approach,78
commander,12
slew,38
labour,95
hark,148
suffice,14
earl,155
officer,103
enticements,1
tokens,16
terrible,27
wreck,39
maidenhood,2
le,60
grand,13
lodge,23
lodg,10
ample,16
hears,28
nobly,36
surely,40
coarsely,1
wheresoe,6
shrewd,26
pleas,69
amorous,23
solicits,3
honestest,1
eldest,27
escalus,98
gallant,55
yond,44
apes,15
spied,7
host,168
thanking,1
bubble,8
malice,72
kinsman,49
notable,14
breaker,6
reposing,3
suddenly,50
carried,33
tents,19
oath,147
ore,2
melted,16
john,551
inclining,7
hinder,14
design,20
sticks,11
sorely,6
blam,3
caesar,608
condemn,48
dishonour,50
mystery,17
quarter,29
enterprise,31
syllable,10
slumber,17
dilemmas,1
preparation,28
midnight,42
subscribe,15
fish,49
damns,1
dares,46
week,28
escape,20
emboss,4
smok,1
sprat,1
caught,30
coxcomb,19
businesses,4
staining,1
borrow,29
purse,88
friendly,36
yielded,24
instruct,25
deceit,19
musics,2
sorts,13
steads,4
eaves,4
meaning,60
iv,121
hedge,18
sally,3
linsey,1
woolsey,1
band,31
adversary,9
neighbouring,4
choughs,5
gabble,3
couch,23
forges,4
butterwoman,1
bajazet,1
mule,4
prattle,8
possible,58
cutting,8
baring,1
swore,51
thirty,30
alarum,88
movousus,1
cargo,7
corbo,1
blindfold,2
boskos,3
german,11
dutch,3
kerely,1
betake,6
seventeen,6
manka,1
revania,1
dulche,1
gather,26
secrets,24
purposes,40
muffled,8
safely,25
lock,47
fontibell,1
titled,2
barely,4
jove,88
attributes,2
holding,23
opinion,84
integrity,19
crafts,3
ropes,2
ancestors,20
obloquy,3
chastity,21
proper,65
conquer,28
sat,29
deliv,1
chang,34
shaking,12
incurred,1
perverted,1
fleshes,1
rebellion,32
reveal,8
erflows,3
dieted,6
apace,27
curiously,4
overture,6
altogether,24
sanctimony,3
residing,3
tenderness,13
confirm,40
rector,1
verity,10
heartily,37
encount,17
mingled,13
yarn,2
offered,9
tartness,2
sixteen,12
month,41
abstract,6
convoy,7
nicer,1
difficulty,3
hereafter,48
module,2
deceiv,41
prophesier,1
stocks,26
usurping,16
milk,31
confession,18
hoodman,2
tortures,5
pinch,44
chicurmurco,1
scattered,8
rogues,21
knot,29
chape,1
wearing,19
neatly,1
thereabouts,4
con,29
corambus,1
guiltian,1
lodowick,5
chitopher,1
vaumond,1
bentii,1
amounts,3
fifteen,16
poll,6
inter,8
gatories,2
singly,5
botcher,3
shrieve,2
innocent,52
lousy,8
sadness,23
excellently,6
advertisement,4
devours,2
fry,6
rogue,81
scores,2
devoted,7
manifold,7
linguist,2
cat,39
remainder,11
dungeon,8
cloister,7
nessus,2
volubility,2
drunkenness,4
straw,18
description,18
tragedians,2
mile,33
files,7
villain,253
villainy,40
redeems,3
price,30
salvation,6
inheritance,12
entail,3
remainders,2
nest,24
excels,7
retreat,27
lackey,8
cramp,3
drums,41
headsman,3
crush,16
impudent,9
nation,30
burst,28
braggart,9
rust,9
safest,8
throne,67
gratitude,4
tartar,9
hies,4
loathes,5
instructions,8
impositions,1
briers,8
waggon,4
taffeta,5
unbak,1
doughy,1
tail,20
herb,8
herbs,11
grass,23
bauble,8
